time,Altitude,BatteryVolts,GPSFix,Latitude,Longitude,NumberOfSatellites,Pitch,Roll,VelocityX,VelocityY,VelocityZ,Yaw,blerDl,blerUl,brateDl,brateUl,buff,cc,cfo,mcsDl,mcsUl,num,pci,pl,rsrp,snr,ta_us,turbo
2024-10-22 22:57:22.977903,-0.0170000000,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0010318114,0.0012635383,-0.0100000000,0.0100000000,0.0000000000,0.0213554493,0.0000000000,0.0000000000,3800.0000000000,27000.0000000000,0.0000000000,0.0000000000,2.7,3.0000000000,22.0000000000,3.1840027865,1.0000000000,47.0000000000,-47.0000000000,80.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:23.977704,-0.0170000000,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0010281466,0.0012707008,-0.0100000000,0.0100000000,0.0000000000,0.0215162147,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-497u,0.0000000000,0.0000000000,4.1812811630,1.0000000000,45.0000000000,-45.0000000000,84.0000000000,0.0000000000,0.0000000000
2024-10-22 22:57:24.977815,-0.0170000000,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0010329918,0.0012770537,-0.0100000000,0.0100000000,0.0000000000,0.0216566004,0.0000000000,0.0000000000,21000000.0000000000,652000.0000000000,989.0000000000,0.0000000000,-0.014,26.0000000000,19.0000000000,5.1788184384,1.0000000000,45.0000000000,-45.0000000000,70.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:25.977802,-0.0170000000,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0010363583,0.0012645691,-0.0100000000,0.0100000000,0.0000000000,0.0217788586,0.0000000000,0.0000000000,33000000.0000000000,752000.0000000000,0.0000000000,0.0000000000,-0.033,27.0000000000,22.0000000000,6.1766680862,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:26.977762,-0.0137027051,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0010536205,0.0012616832,-0.0100000000,0.0100000000,0.0000000000,0.0218948587,0.0000000000,0.0000000000,32000000.0000000000,810000.0000000000,0.0000000000,0.0000000000,-0.027,27.0000000000,21.0000000000,7.1735418388,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:27.977782,0.0020000000,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0010786234,0.0012857514,-0.0082884179,0.0082884179,0.0000000000,0.0220121082,0.0000000000,0.0000000000,33000000.0000000000,776000.0000000000,1300.0000000000,0.0000000000,-0.029,27.0000000000,22.0000000000,8.1711582107,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:28.977683,0.0020000000,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0012556128,0.0014639216,0.0000000000,0.0000000000,0.0000000000,0.0221447548,0.0000000000,0.0000000000,33000000.0000000000,784000.0000000000,0.0000000000,0.0000000000,-0.028,27.0000000000,22.0000000000,9.1681168971,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:29.977769,0.0020000000,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0015400998,0.0017451024,0.0000000000,0.0000000000,0.0000000000,0.0222752614,0.0000000000,0.0000000000,33000000.0000000000,783000.0000000000,1200.0000000000,0.0000000000,-0.039,27.0000000000,22.0000000000,10.1657530728,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:30.977794,0.0020000000,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0018553615,0.0020592588,0.0000000000,0.0000000000,0.0000000000,0.0224191908,0.0000000000,0.0000000000,33000000.0000000000,811000.0000000000,989.0000000000,0.0000000000,-0.036000000000000004,27.0000000000,22.0000000000,11.1623342343,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:31.977745,0.0020000000,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0021755760,0.0023924902,0.0000000000,0.0000000000,0.0000000000,0.0225757945,0.0000000000,0.0000000000,33000000.0000000000,794000.0000000000,1000.0000000000,0.0000000000,-0.037,27.0000000000,22.0000000000,12.1601224897,1.0000000000,45.0000000000,-45.0000000000,60.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:32.977771,0.0709518203,12.5870000000,6.0000000000,35.7274823000,-78.6962747000,10.0000000000,0.0016403691,0.0018174865,0.0000000000,0.0000000000,-0.1970052009,0.0227289522,0.0000000000,0.0000000000,33000000.0000000000,815000.0000000000,0.0000000000,0.0000000000,-0.035,27.0000000000,22.0000000000,13.1588751620,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:33.977890,0.6643723966,12.5870000000,6.0000000000,35.7274823157,-78.6962747315,10.0000000000,-0.0017083213,-0.0017030236,0.0000000000,0.0000000000,-1.3392238689,0.0226802822,0.0000000000,0.0000000000,33000000.0000000000,794000.0000000000,0.0000000000,0.0000000000,-0.036000000000000004,26.0000000000,22.0000000000,14.1574982046,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:34.977720,2.2533134302,12.5870000000,6.0000000000,35.7274824155,-78.6962749155,10.0000000000,0.0032672515,0.0035801498,-0.0015504999,0.0015504999,-1.9707824946,0.0194981082,0.0000000000,0.0000000000,33000000.0000000000,791000.0000000000,0.0000000000,0.0000000000,-0.041,27.0000000000,22.0000000000,15.1550499916,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:35.977832,4.6451848225,12.5870000000,6.0000000000,35.7274825000,-78.6962750000,10.0000000000,0.0040098494,0.0043939522,-0.0100000000,0.0115349521,-2.5061854311,0.0045898395,0.0000000000,0.0000000000,33000000.0000000000,791000.0000000000,0.0000000000,0.0000000000,-0.028,26.0000000000,22.0000000000,16.1534952095,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:36.977667,7.1771611792,12.5870000000,6.0000000000,35.7274825152,-78.6962750000,10.0000000000,0.0037393001,0.0038585740,-0.0115218622,0.0200000000,-2.4269562756,0.0043414828,0.0000000000,0.0000000000,33000000.0000000000,810000.0000000000,0.0000000000,0.0000000000,-0.028,27.0000000000,22.0000000000,17.1521862207,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:37.977824,9.6682563132,12.5870000000,6.0000000000,35.7274826000,-78.6962750000,10.0000000000,0.0043188638,0.0041212005,-0.0200000000,0.0200000000,-2.4115032473,0.0044778694,0.0000000000,0.0000000000,33000000.0000000000,763000.0000000000,660.0000000000,0.0000000000,-0.035,26.0000000000,22.0000000000,18.1503247335,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:38.977741,12.1481816819,12.5870000000,6.0000000000,35.7274825852,-78.6962749852,10.0000000000,0.0030213786,0.0032015894,-0.0185169003,0.0185169003,-2.4214830997,0.0041479200,0.0000000000,0.0000000000,33000000.0000000000,787000.0000000000,0.0000000000,0.0000000000,-0.033,27.0000000000,22.0000000000,19.1483099687,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:39.977641,14.6377206871,12.5870000000,6.0000000000,35.7274824853,-78.6962748853,10.0000000000,0.0024821919,0.0026689249,-0.0085333843,0.0085333843,-2.4314666157,0.0044486318,0.0000000000,0.0000000000,33000000.0000000000,784000.0000000000,0.0000000000,0.0000000000,-0.031,27.0000000000,22.0000000000,20.1466615674,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:40.977851,17.1158854205,12.5870000000,6.0000000000,35.7274824000,-78.6962748000,10.0000000000,0.0027032135,0.0025673634,0.0000000000,0.0000000000,-2.4428974013,0.0042799022,0.0000000000,0.0000000000,32000000.0000000000,785000.0000000000,991.0000000000,0.0000000000,-0.031,27.0000000000,21.0000000000,21.1448700643,1.0000000000,45.0000000000,-45.0000000000,62.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:41.977731,19.6098832781,12.5870000000,6.0000000000,35.7274824000,-78.6962748143,10.0000000000,0.0032341510,0.0035322520,-0.0014303888,0.0000000000,-2.4585696112,0.0043109757,0.0000000000,0.0000000000,33000000.0000000000,776000.0000000000,0.0000000000,0.0000000000,-0.028,27.0000000000,22.0000000000,22.1430388801,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:42.977768,22.1077652169,12.5870000000,6.0000000000,35.7274824000,-78.6962749141,10.0000000000,0.0032353984,0.0045841607,-0.0100000000,0.0014144951,-2.4471710099,0.0038108035,0.0000000000,0.0000000000,33000000.0000000000,795000.0000000000,0.0000000000,0.0000000000,-0.025,27.0000000000,22.0000000000,23.1414495069,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:43.977751,24.5758796238,12.5870000000,6.0000000000,35.7274824140,-78.6962750000,10.0000000000,0.0036631448,0.0045024651,-0.0100000000,0.0114036729,-2.3682383926,0.0042874227,0.0000000000,0.0000000000,33000000.0000000000,797000.0000000000,0.0000000000,0.0000000000,-0.031,27.0000000000,22.0000000000,24.1403672895,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:44.977894,26.7765532259,12.5870000000,6.0000000000,35.7274825000,-78.6962750000,10.0000000000,0.0040112867,0.0044863753,-0.0113896945,0.0200000000,-1.9052286326,0.0040789565,0.0000000000,0.0000000000,34000000.0000000000,801000.0000000000,0.0000000000,0.0000000000,-0.027,27.0000000000,22.0000000000,25.1389694548,1.0000000000,45.0000000000,-45.0000000000,60.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:45.977698,28.3912757431,12.5870000000,6.0000000000,35.7274825137,-78.6962750000,10.0000000000,0.0038649415,0.0040411002,-0.0200000000,0.0200000000,-1.3100436140,0.0043317195,0.0000000000,0.0000000000,32000000.0000000000,811000.0000000000,0.0000000000,0.0000000000,-0.023,27.0000000000,21.0000000000,26.1371693844,1.0000000000,45.0000000000,-45.0000000000,62.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:46.977843,29.4475314590,12.5870000000,6.0000000000,35.7274826000,-78.6962750000,10.0000000000,0.0045611914,0.0038646566,-0.0200000000,0.0200000000,-0.7918165319,0.0042835760,0.0000000000,0.0000000000,34000000.0000000000,801000.0000000000,0.0000000000,0.0000000000,-0.017,27.0000000000,22.0000000000,27.1347990830,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:47.977777,29.9610515356,12.5870000000,6.0000000000,35.7274826000,-78.6962750000,10.0000000000,0.0041952438,0.0037265475,-0.0200000000,0.0200000000,-0.2462170980,0.0047386549,0.0000000000,0.0000000000,33000000.0000000000,782000.0000000000,0.0000000000,0.0000000000,-0.023,27.0000000000,22.0000000000,28.1326754607,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:48.977745,29.9773504615,12.5870000000,6.0000000000,35.7274826000,-78.6962750000,10.0000000000,0.0034532119,0.0035729179,-0.0200000000,0.0200000000,0.0295727470,0.0044198038,0.0000000000,0.0000000000,33000000.0000000000,787000.0000000000,0.0000000000,0.0000000000,-0.019,27.0000000000,22.0000000000,29.1303406624,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:49.977708,29.9530000000,12.5870000000,6.0000000000,35.7274826000,-78.6962750000,10.0000000000,0.0033012300,0.0035707112,-0.0200000000,0.0200000000,-0.0400000000,0.0043051491,0.0000000000,0.0000000000,34000000.0000000000,744000.0000000000,0.0000000000,0.0000000000,-0.029,27.0000000000,22.0000000000,30.1282708472,1.0000000000,45.0000000000,-45.0000000000,60.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:50.977748,29.9537513080,12.5870000000,6.0000000000,35.7274825875,-78.6962750000,10.0000000000,0.0026375501,0.0035191831,-0.0187478201,0.0200000000,-0.0400000000,-0.0284940578,0.0000000000,0.0000000000,32000000.0000000000,779000.0000000000,0.0000000000,0.0000000000,-0.034,27.0000000000,22.0000000000,31.1252179921,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:51.977754,29.9595873850,12.5870000000,6.0000000000,35.7274825000,-78.6962750000,10.0000000000,0.0017863409,0.0030754355,-0.0111747701,0.0188252299,-0.0376504599,-0.4172505190,0.0000000000,0.0000000000,33000000.0000000000,778000.0000000000,0.0000000000,0.0000000000,-0.024,27.0000000000,22.0000000000,32.1174770074,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:52.977798,29.9624944408,12.5870000000,6.0000000000,35.7274827895,-78.6962759381,10.0000000000,-0.0431148257,0.0165992475,0.0622266966,-0.2065689051,-0.0188418775,-1.6065856556,0.0000000000,0.0000000000,33000000.0000000000,823000.0000000000,0.0000000000,0.0000000000,-0.028,27.0000000000,22.0000000000,33.1158122487,1.0000000000,45.0000000000,-45.0000000000,61.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:53.977718,29.9511141054,12.5870000000,6.0000000000,35.7274861296,-78.6962868427,10.0000000000,-0.2941587380,0.0912673955,0.7778611446,-2.1030444649,-0.0122821077,-1.5140317726,0.0000000000,0.0000000000,32000000.0000000000,787000.0000000000,0.0000000000,0.0000000000,-0.027,27.0000000000,21.0000000000,34.1141053826,1.0000000000,45.0000000000,-45.0000000000,62.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:54.977753,29.9516635197,12.5870000000,6.0000000000,35.7274965375,-78.6963213285,10.0000000000,-0.2888572213,-0.0124566482,1.4869184259,-4.0438368518,-0.0277567978,-1.1634388764,0.0000000000,0.0000000000,33000000.0000000000,797000.0000000000,989.0000000000,0.0000000000,-0.027,27.0000000000,22.0000000000,35.1121601080,1.0000000000,45.0000000000,-45.0000000000,62.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:55.977821,29.9490000000,12.5870000000,6.0000000000,35.7275112711,-78.6963699674,10.0000000000,-0.2156220504,0.0439693922,1.7077483539,-4.4910312462,-0.0111069077,-1.4301125462,0.0000000000,0.0000000000,31000000.0000000000,784000.0000000000,0.0000000000,0.0000000000,-0.014,27.0000000000,21.0000000000,36.1106907695,1.0000000000,46.0000000000,-46.0000000000,66.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:56.977730,29.9500918008,12.5870000000,6.0000000000,35.7275272687,-78.6964212647,10.0000000000,-0.2190024007,0.0124988610,1.7689081992,-4.6687344067,-0.0189081992,-1.3164113766,0.0000000000,0.0000000000,33000000.0000000000,774000.0000000000,0.0000000000,0.0000000000,-0.006500000000000001,27.0000000000,22.0000000000,37.1091800832,1.0000000000,47.0000000000,-47.0000000000,72.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:57.977735,29.9598632738,12.5870000000,6.0000000000,35.7275434265,-78.6964739868,10.0000000000,-0.2162048977,0.0166672493,1.7621581844,-4.7421581844,-0.0089209078,-1.3215285221,0.0000000000,0.0000000000,33000000.0000000000,755000.0000000000,933.0000000000,0.0000000000,-0.0034,27.0000000000,22.0000000000,38.1079092215,1.0000000000,48.0000000000,-48.0000000000,79.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:58.977756,29.9675313877,12.5870000000,6.0000000000,35.7275594111,-78.6965266327,10.0000000000,-0.2097387204,0.0223377245,1.7768116738,-4.7546861230,0.0000000000,-1.3644566293,0.0000000000,0.0000000000,32000000.0000000000,809000.0000000000,1000.0000000000,0.0000000000,-344u,27.0000000000,22.0000000000,39.1062775391,1.0000000000,49.0000000000,-49.0000000000,83.0000000000,0.0000000000,1.0000000000
2024-10-22 22:57:59.977837,29.9724200776,12.5870000000,6.0000000000,35.7275754593,-78.6965794715,10.0000000000,-0.2063777812,0.0148827262,1.7500000000,-4.7089498059,0.0000000000,-1.3179883266,0.0000000000,0.0000000000,33000000.0000000000,813000.0000000000,1200.0000000000,0.0000000000,-272u,26.0000000000,22.0000000000,40.1050194106,1.0000000000,50.0000000000,-50.0000000000,83.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:00.977708,29.9762070884,12.5870000000,6.0000000000,35.7275912464,-78.6966315050,10.0000000000,-0.2075524795,0.0221166980,1.7510354419,-4.6979291162,0.0000000000,-1.3469666389,0.0000000000,0.0000000000,33000000.0000000000,833000.0000000000,1100.0000000000,0.0000000000,-243u,27.0000000000,22.0000000000,41.1035441904,1.0000000000,51.0000000000,-51.0000000000,83.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:01.977766,29.9782045243,12.5870000000,6.0000000000,35.7276071157,-78.6966836074,10.0000000000,-0.2061334585,0.0194806751,1.7600000000,-4.6789773786,0.0000000000,-1.3373444600,0.0000000000,0.0000000000,31000000.0000000000,783000.0000000000,0.0000000000,0.0000000000,-232u,26.0000000000,21.0000000000,42.1022621399,1.0000000000,51.0000000000,-51.0000000000,82.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:02.977745,29.9801009718,12.5870000000,6.0000000000,35.7276228853,-78.6967354202,10.0000000000,-0.2082845021,0.0198958362,1.7600000000,-4.6700000000,0.0000000000,-1.3344943243,0.0000000000,0.0000000000,34000000.0000000000,819000.0000000000,0.0000000000,0.0000000000,-273u,27.0000000000,22.0000000000,43.1009717594,1.0000000000,52.0000000000,-52.0000000000,82.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:03.977845,29.9811993062,12.5870000000,6.0000000000,35.7276385745,-78.6967870521,10.0000000000,-0.2088280521,0.0212152603,1.7609965310,-4.6709965310,0.0000000000,-1.3415626192,0.0000000000,0.0000000000,33000000.0000000000,880000.0000000000,0.0000000000,0.0000000000,-469u,27.0000000000,22.0000000000,44.0996531036,1.0000000000,53.0000000000,-53.0000000000,82.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:04.977853,29.9830000000,12.5870000000,6.0000000000,35.7276543568,-78.6968387013,10.0000000000,-0.2096013729,0.0211749040,1.7700000000,-4.6790208671,0.0000000000,-1.3359286553,0.0000000000,0.0000000000,33000000.0000000000,891000.0000000000,0.0000000000,0.0000000000,-373u,27.0000000000,21.0000000000,45.0979132894,1.0000000000,53.0000000000,-53.0000000000,82.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:05.977784,29.9830000000,12.5870000000,6.0000000000,35.7276702245,-78.6968906762,10.0000000000,-0.2042279278,0.0207058591,1.7700000000,-4.6690411928,0.0000000000,-1.3381414795,0.0000000000,0.0000000000,32000000.0000000000,823000.0000000000,0.0000000000,0.0000000000,-301u,27.0000000000,21.0000000000,46.0958807203,1.0000000000,54.0000000000,-54.0000000000,81.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:06.978011,29.9829056003,12.5870000000,6.0000000000,35.7276860915,-78.6969424899,10.0000000000,-0.2063540595,0.0214633802,1.7690560031,-4.6590560031,0.0000000000,-1.3397978491,0.0000000000,0.0000000000,33000000.0000000000,768000.0000000000,0.0000000000,0.0000000000,-586u,26.0000000000,22.0000000000,47.0943996877,1.0000000000,54.0000000000,-54.0000000000,81.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:07.977744,29.9820000000,12.5870000000,6.0000000000,35.7277018566,-78.6969941753,10.0000000000,-0.2052300771,0.0212570601,1.7600000000,-4.6500000000,0.0000000000,-1.3386683968,0.0000000000,0.0000000000,32000000.0000000000,776000.0000000000,0.0000000000,0.0000000000,-468u,27.0000000000,22.0000000000,48.0921870839,1.0000000000,55.0000000000,-55.0000000000,81.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:08.977720,29.9820905587,12.5870000000,6.0000000000,35.7277176308,-78.6970458909,10.0000000000,-0.2073965834,0.0218108068,1.7609055869,-4.6500000000,0.0000000000,-1.3383974794,0.0000000000,0.0000000000,33000000.0000000000,796000.0000000000,933.0000000000,0.0000000000,-207u,27.0000000000,22.0000000000,49.0905586851,1.0000000000,55.0000000000,-55.0000000000,81.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:09.977687,29.9829109217,12.5870000000,6.0000000000,35.7277334074,-78.6970975964,10.0000000000,-0.2043766105,0.0216559641,1.7700000000,-4.6508907835,0.0000000000,-1.3387293831,0.0000000000,0.0000000000,33000000.0000000000,780000.0000000000,0.0000000000,0.0000000000,4.2u,27.0000000000,22.0000000000,50.0890783484,1.0000000000,56.0000000000,-56.0000000000,80.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:10.977724,29.9820874833,12.5870000000,6.0000000000,35.7277491822,-78.6971491404,10.0000000000,-0.2096578738,0.0219368596,1.7700000000,-4.6600000000,0.0000000000,-1.3381116107,0.0000000000,0.0000000000,33000000.0000000000,770000.0000000000,0.0000000000,0.0000000000,-11u,27.0000000000,22.0000000000,51.0874832758,1.0000000000,56.0000000000,-56.0000000000,80.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:11.977700,29.9830000000,12.5870000000,6.0000000000,35.7277649699,-78.6972009630,10.0000000000,-0.2046043915,0.0216353360,1.7700000000,-4.6591384126,0.0000000000,-1.3387414234,0.0000000000,0.0000000000,33000000.0000000000,748000.0000000000,0.0000000000,0.0000000000,-246u,27.0000000000,22.0000000000,52.0861587426,1.0000000000,56.0000000000,-56.0000000000,80.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:12.977679,29.9830000000,12.5870000000,6.0000000000,35.7277808365,-78.6972526816,10.0000000000,-0.2077787379,0.0223652763,1.7700000000,-4.6500000000,0.0000000000,-1.3385117840,0.0000000000,0.0000000000,33000000.0000000000,764000.0000000000,933.0000000000,0.0000000000,-242u,27.0000000000,22.0000000000,53.0845870173,1.0000000000,57.0000000000,-57.0000000000,80.0000000000,0.0000000000,1.0000000000
2024-10-22 22:58:13.977764,29.9830000000,12.5870000000,6.0000000000,35.7277966159,-78.6973044060,10.0000000000,-0.2051764546,0.0218337423,1.7700000000,-4.6508328724,0.0000000000,-1.3384652569,0.0000000000,0.0000000000,33000000.0000000000,758000.0000000000,0.0000000000,0.0000000000,-153u,27.0000000000,22.0000000000,54.0832872399,1.0000000000,57.0000000000,-57.0000000000,79.0000000000,0.0000000000,1.0000000000
