time, longitude, latitude, altitude, speed, rsrp, snr, datarate, Prx
2025-03-28 03:36:50.550, -78.696274700000, 35.727482300000, 0.000000000000, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:36:51.585, -78.696274700000, 35.727482300000, 0.473288848903, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:36:52.520, -78.696274700000, 35.727482300000, 0.473288848903, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:36:53.539, -78.696274700000, 35.727482300000, 0.473288848903, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:36:54.548, -78.696274700000, 35.727482300000, 2.824948355966, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:36:55.543, -78.696274700000, 35.727482300000, 5.655776983862, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:36:56.544, -78.696274700000, 35.727482300000, 8.241041075015, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:36:57.548, -78.696274700000, 35.727482300000, 10.790764683306, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:36:58.560, -78.696274700000, 35.727482300000, 13.707958347136, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:36:59.564, -78.696274700000, 35.727482300000, 15.993797365956, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:00.570, -78.696274700000, 35.727482300000, 18.750997595067, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:01.581, -78.696274700000, 35.727482300000, 21.504726689345, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:02.592, -78.696274700000, 35.727482300000, 23.885172536321, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:03.608, -78.696274700000, 35.727482300000, 26.452994177046, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:04.618, -78.696274700000, 35.727482300000, 28.528848466609, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:05.621, -78.696274700000, 35.727482300000, 30.000000000000, , -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:06.628, -78.696224740097, 35.727484302016, 30.000000000000, 5.000000000000, -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:07.641, -78.696158731638, 35.727451563422, 30.000000000000, 5.000000000000, -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:08.651, -78.696257905906, 35.727464387793, 30.000000000000, 10.000000000000, -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:09.653, -78.696555428711, 35.727502860909, 30.000000000000, 10.000000000000, -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
2025-03-28 03:37:10.658, -78.696852951516, 35.727541334024, 30.000000000000, 10.000000000000, -77.000000000000, 13.000000000000, 5.330296890881, -77.000000000000
